car,price,body,mileage,engV,engType,registration,year,model,drive
Opel,8400,other,124,1.6,Petrol,yes,2008,Astra H,
Kia,8400,other,112,1.4,Petrol,yes,2008,Pro Ceed,front
Peugeot,8450,van,230,1.6,Diesel,yes,2008,Partner пасс.,front
Hyundai,8499,van,148,2.5,Diesel,yes,2008,H1 пасс.,rear
Great Wall,8500,crossover,70,2.4,Gas,yes,2008,Hover,full
Mazda,8500,sedan,135,2.3,Petrol,yes,2008,6 MPS,full
Seat,8500,hatch,167,2,Diesel,yes,2008,Altea,front
Mitsubishi,8500,sedan,110,2,Petrol,yes,2008,Lancer X,front
Kia,8500,sedan,150,2,Gas,yes,2008,Magentis,front
Volkswagen,8500,van,230,1.9,Diesel,yes,2008,Caddy груз.,front
Skoda,8500,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front
Nissan,8500,hatch,81,1.6,Petrol,yes,2008,TIIDA,front
Toyota,8500,sedan,168,1.6,Petrol,yes,2008,Corolla,front
Fiat,8500,van,150,1.6,Diesel,yes,2008,Scudo пасс.,front
Citroen,8500,van,207,1.6,Diesel,yes,2008,Jumpy пасс.,front
Nissan,8500,sedan,89,1.6,Petrol,yes,2008,TIIDA,front
Kia,8500,hatch,120,1.6,Diesel,yes,2008,Ceed,front
Mitsubishi,8500,sedan,116,1.5,Petrol,yes,2008,Lancer X,front
Mitsubishi,8500,other,135,1.5,Gas,yes,2008,Lancer X,
Kia,8600,sedan,57,2,Petrol,yes,2008,Magentis,front
Kia,8600,van,125,2,Petrol,yes,2008,Carens,front
Honda,8600,sedan,117,1.8,Petrol,yes,2008,Civic,front
Skoda,8600,sedan,80,1.8,Gas,yes,2008,Octavia Tour,front
Mazda,8600,sedan,134,1.6,Petrol,yes,2008,3,front
Toyota,8600,sedan,126,1.6,Petrol,yes,2008,Corolla,front
Peugeot,8600,van,196,1.6,Diesel,yes,2008,Partner пасс.,front
Toyota,8650,sedan,132,1.6,Petrol,yes,2008,Corolla,front
Subaru,8650,hatch,109,1.5,Petrol,yes,2008,Impreza,full
Volkswagen,8650,hatch,150,1.4,Petrol,yes,2008,Golf V,front
Toyota,8700,hatch,140,NA,Petrol,yes,2008,Auris,front
Suzuki,8700,crossover,95,NA,Petrol,yes,2008,Jimny,full
Honda,8700,sedan,150,1.8,Petrol,yes,2008,Civic,front
Toyota,8700,hatch,38,1.6,Petrol,yes,2008,Auris,front
Subaru,8700,hatch,118,1.5,Petrol,yes,2008,Impreza,full
Subaru,8700,hatch,112,1.5,Petrol,yes,2008,Impreza,full
Mitsubishi,8700,sedan,80,1.5,Petrol,yes,2008,Lancer X,front
Volkswagen,8700,hatch,148,1.4,Other,yes,2008,Polo,front
Suzuki,8750,sedan,89,1.6,Petrol,yes,2008,SX4,front
Mazda,8777,sedan,152,2.3,Petrol,yes,2008,6 MPS,full
Volkswagen,8800,van,260,2.5,Diesel,yes,2008,T5 (Transporter) груз,front
Mitsubishi,8800,sedan,105,2,Gas,yes,2008,Lancer X,front
Kia,8800,crossover,102,2,Diesel,yes,2008,Sportage,full
Skoda,8800,hatch,190,2,Petrol,yes,2008,Octavia A5,front
Skoda,8800,sedan,125,2,Petrol,yes,2008,Octavia A5,front
Opel,8800,other,171,2,Diesel,yes,2008,Vivaro груз.,front
Hyundai,8800,hatch,122,1.6,Diesel,yes,2008,i30,
Mazda,8900,hatch,90,NA,Gas,yes,2008,3,front
Chrysler,8900,sedan,236,2.4,Gas,yes,2008,Sebring,
Opel,8900,sedan,110,2.2,Petrol,yes,2008,Vectra C,front
Ford,8900,sedan,117,2,Petrol,yes,2008,Mondeo,front
Mitsubishi,8900,sedan,96,2,Petrol,yes,2008,Lancer X,front
Nissan,8900,crossover,100,2,Petrol,yes,2008,X-Trail,full
Volkswagen,8900,van,169,1.9,Diesel,yes,2008,Caddy пасс.,front
Ford,8900,vagon,260,1.8,Diesel,yes,2008,Focus,front
Honda,8900,sedan,178,1.8,Petrol,yes,2008,Civic,front
Toyota,8900,sedan,115,1.6,Petrol,yes,2008,Corolla,front
Toyota,8900,hatch,140,1.6,Petrol,yes,2008,Auris,front
Toyota,8900,sedan,154,1.6,Gas,yes,2008,Corolla,front
Toyota,8900,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Hyundai,8900,hatch,118,1.6,Diesel,yes,2008,i30,front
Kia,8900,hatch,76,1.6,Petrol,yes,2008,Ceed,front
Toyota,8950,hatch,118,1.6,Petrol,yes,2008,Auris,front
Volkswagen,8999,sedan,120,2,Petrol,yes,2008,Passat B6,front
Volkswagen,8999,vagon,161,2,Diesel,yes,2008,Passat B6,front
Renault,9000,vagon,178,2,Petrol,yes,2008,Scenic,front
Hyundai,9000,crossover,170,2,Petrol,yes,2008,Tucson,front
Mitsubishi,9000,sedan,110,2,Petrol,yes,2008,Lancer X,front
Honda,9000,sedan,113,1.8,Gas,yes,2008,Civic,front
Peugeot,9000,hatch,108,1.6,Diesel,yes,2008,308,front
Opel,9100,sedan,147,11.5,Petrol,yes,2008,Vectra C,front
Opel,9100,hatch,106,2.2,Petrol,yes,2008,Vectra C,front
Opel,9100,sedan,138,2.2,Gas,yes,2008,Vectra C,front
Toyota,9150,hatch,87,1.6,Petrol,yes,2008,Auris,front
Mazda,9200,crossover,205,2.3,Gas,yes,2008,CX-7,full
Mercedes-Benz,9200,van,266,2.2,Diesel,yes,2008,Vito груз.,rear
Mitsubishi,9200,sedan,115,2,Petrol,yes,2008,Lancer X,front
Mitsubishi,9200,sedan,163,2,Petrol,yes,2008,Lancer X,front
Skoda,9200,sedan,136,1.9,Diesel,yes,2008,Octavia Tour,front
Ford,9200,hatch,122,1.8,Diesel,yes,2008,Focus,front
Kia,9200,hatch,125,1.6,Petrol,yes,2008,Ceed,front
Volkswagen,9200,vagon,171,1.6,Petrol,yes,2008,Caddy пасс.,front
Toyota,9200,sedan,115,1.6,Gas,yes,2008,Corolla,front
Mazda,9200,sedan,86,1.6,Gas,yes,2008,3,front
Nissan,9200,van,90,1.6,Gas,yes,2008,Note,front
Mitsubishi,9200,sedan,48,1.5,Petrol,yes,2008,Lancer X,front
Hyundai,9250,crossover,192,2,Diesel,yes,2008,Tucson,full
Mazda,9300,hatch,130,NA,Other,yes,2008,3,
Opel,9300,sedan,164,2.2,Gas,yes,2008,Vectra C,front
Mitsubishi,9300,sedan,95,2,Petrol,yes,2008,Lancer X,front
Volkswagen,9300,vagon,150,2,Petrol,yes,2008,Passat B6,front
Skoda,9300,sedan,206,1.8,Gas,yes,2008,Superb,front
Toyota,9300,sedan,185,1.6,Gas,yes,2008,Corolla,front
Honda,9300,sedan,135,1.4,Other,yes,2008,Civic,front
Mercedes-Benz,9350,van,160,2.2,Diesel,yes,2008,Vito пасс.,rear
Volkswagen,9400,van,124,2,Gas,yes,2008,Caddy пасс.,front
Toyota,9400,sedan,148,1.8,Gas,yes,2008,Avensis,front
Volkswagen,9400,hatch,187,1.6,Petrol,yes,2008,Golf V,front
Toyota,9400,sedan,140,1.6,Petrol,yes,2008,Corolla,front
Mitsubishi,9450,sedan,125,2,Gas,yes,2008,Lancer X,front
Renault,9450,vagon,215,1.5,Diesel,yes,2008,Laguna,front
Subaru,9499,vagon,158,2.5,Gas,yes,2008,Outback,full
BMW,9500,crossover,110,3,Diesel,no,2008,X6,
Chevrolet,9500,crossover,163,2.4,Gas,yes,2008,Captiva,full
Opel,9500,sedan,167,2.2,Petrol,yes,2008,Vectra C,front
Hyundai,9500,crossover,87,2,Gas,yes,2008,Tucson,
Renault,9500,van,275,2,Diesel,yes,2008,Trafic пасс.,front
Opel,9500,van,180,2,Diesel,yes,2008,Vivaro пасс.,front
Honda,9500,hatch,127,2,Petrol,yes,2008,Civic,front
Hyundai,9500,crossover,140,2,Gas,yes,2008,Tucson,full
Hyundai,9500,crossover,170,2,Gas,yes,2008,Tucson,
Mitsubishi,9500,sedan,136,2,Petrol,yes,2008,Lancer X,front
Honda,9500,hatch,119,1.8,Petrol,yes,2008,Civic,front
Toyota,9500,other,90,1.6,Other,yes,2008,Corolla,front
Skoda,9500,hatch,84,1.6,Petrol,yes,2008,Octavia Tour,front
Toyota,9500,hatch,103,1.6,Petrol,yes,2008,Auris,front
Peugeot,9500,vagon,123,1.6,Other,yes,2008,Partner пасс.,front
Smart,9500,other,32,1,Petrol,yes,2008,Fortwo,rear
Volkswagen,9599,sedan,140,1.8,Petrol,yes,2008,Passat B6,front
Skoda,9600,other,120,2,Petrol,yes,2008,Octavia A5,front
Hyundai,9600,crossover,180,2,Petrol,yes,2008,Tucson,full
Skoda,9600,sedan,140,1.8,Petrol,yes,2008,Superb,front
Skoda,9600,sedan,58,1.8,Petrol,yes,2008,Superb,front
Honda,9600,sedan,126,1.8,Petrol,yes,2008,Civic,front
Volkswagen,9600,sedan,185,1.6,Gas,yes,2008,Jetta,front
Toyota,9700,sedan,130,NA,Petrol,yes,2008,Corolla,front
Opel,9700,other,230,2.5,Diesel,yes,2008,Vivaro пасс.,front
Mitsubishi,9700,van,247,2.4,Gas,yes,2008,Grandis,front
Renault,9700,van,245,2,Diesel,yes,2008,Trafic пасс.,front
Honda,9700,sedan,106,1.8,Petrol,yes,2008,Civic,front
Peugeot,9700,vagon,148,1.6,Other,yes,2008,Partner пасс.,front
Volkswagen,9700,vagon,130,1.6,Gas,yes,2008,Golf Variant,front
Kia,9750,crossover,150,2,Petrol,yes,2008,Sportage,front
Honda,9750,sedan,84,1.3,Petrol,yes,2008,Civic,front
Toyota,9800,sedan,123,NA,Petrol,yes,2008,Corolla,front
Great Wall,9800,crossover,47,2.4,Gas,yes,2008,Hover,full
Mitsubishi,9800,sedan,148,2,Gas,yes,2008,Lancer X,front
Mitsubishi,9800,crossover,92,2,Petrol,yes,2008,Outlander,full
Volkswagen,9800,van,220,1.9,Diesel,yes,2008,Caddy груз.,front
Toyota,9800,hatch,98,1.6,Gas,yes,2008,Auris,front
Suzuki,9800,hatch,123,1.6,Petrol,yes,2008,SX4,front
Honda,9800,sedan,158,1.34,Other,yes,2008,Civic,front
Kia,9900,sedan,127,2.7,Gas,yes,2008,Magentis,front
Mitsubishi,9900,sedan,55,2,Other,yes,2008,Lancer X,front
Opel,9900,vagon,143,1.91,Diesel,yes,2008,Astra H,front
Volkswagen,9900,van,230,1.9,Diesel,yes,2008,T5 (Transporter) груз,front
Mazda,9900,hatch,86,1.6,Petrol,yes,2008,3,front
Citroen,9950,van,196,99.99,Diesel,yes,2008,Jumpy пасс.,front
Hyundai,9950,other,74,2,Petrol,yes,2008,Coupe,front
Toyota,9950,sedan,142,1.8,Petrol,yes,2008,Avensis,front
Toyota,9950,sedan,106,1.6,Gas,yes,2008,Corolla,front
Subaru,9999,sedan,76,2,Petrol,yes,2008,Legacy,full
Volkswagen,9999,vagon,161,2,Diesel,yes,2008,Passat B6,front
Renault,9999,van,185,1.5,Diesel,yes,2008,Kangoo пасс.,front
Renault,10000,other,214,2.5,Diesel,yes,2008,Master пасс.,front
Renault,10000,vagon,234,2,Diesel,yes,2008,Laguna,front
Skoda,10000,sedan,184,1.9,Diesel,yes,2008,Octavia Tour,front
Volkswagen,10000,van,220,1.9,Diesel,yes,2008,Caddy пасс.,front
Hyundai,10100,sedan,150,2,Gas,yes,2008,Sonata,front
Toyota,10100,other,83,1.6,Other,yes,2008,Corolla,front
Mercedes-Benz,10150,other,190,2.2,Diesel,yes,2008,Vito пасс.,rear
Mitsubishi,10200,sedan,104,NA,Gas,yes,2008,Lancer X,front
Volkswagen,10200,van,253,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Opel,10200,sedan,190,2.2,Petrol,yes,2008,Vectra C,front
Mitsubishi,10200,crossover,99,2,Gas,yes,2008,Outlander,full
Kia,10200,sedan,112,2,Gas,yes,2008,Magentis,front
Nissan,10200,crossover,110,2,Petrol,yes,2008,Qashqai,front
Peugeot,10200,other,92,2,Petrol,yes,2008,307,front
Hyundai,10200,other,82,2,Gas,yes,2008,Coupe,front
Mitsubishi,10200,sedan,102,2,Gas,yes,2008,Lancer X,front
Volkswagen,10200,van,137,1.9,Diesel,yes,2008,Caddy пасс.,front
Skoda,10200,hatch,180,1.9,Diesel,yes,2008,Octavia A5,front
Volkswagen,10250,sedan,144,2,Diesel,yes,2008,Passat B6,front
Opel,10300,other,202,2,Diesel,yes,2008,Vivaro пасс.,front
Seat,10300,hatch,170,2,Petrol,yes,2008,Leon,front
Volkswagen,10300,hatch,110,1.9,Diesel,yes,2008,Caddy пасс.,front
Honda,10300,sedan,134,1.8,Gas,yes,2008,Civic,front
Toyota,10300,sedan,108,1.6,Petrol,yes,2008,Corolla,front
Ford,10400,sedan,198,1.6,Gas,yes,2008,Focus,front
Toyota,10400,sedan,87,1.6,Petrol,yes,2008,Corolla,front
Hyundai,10500,crossover,106,NA,Petrol,yes,2008,Tucson,full
Mitsubishi,10500,crossover,95,3.2,Diesel,no,2008,Pajero Wagon,full
Kia,10500,van,172,2.9,Diesel,yes,2008,Carnival,front
Mitsubishi,10500,crossover,187,2.4,Gas,yes,2008,Outlander,full
Mazda,10500,sedan,121,2.3,Petrol,yes,2008,6 MPS,full
Opel,10500,sedan,103,2.2,Gas,yes,2008,Vectra C,front
Skoda,10500,hatch,152,2,Petrol,yes,2008,Octavia A5,front
Mitsubishi,10500,sedan,130,2,Petrol,yes,2008,Lancer X,front
Hyundai,10500,crossover,170,2,Gas,yes,2008,Tucson,full
Hyundai,10500,crossover,112,2,Petrol,yes,2008,Tucson,full
Hyundai,10500,crossover,135,2,Gas,yes,2008,Tucson,full
Subaru,10500,sedan,75,2,Petrol,yes,2008,Legacy,full
SsangYong,10500,crossover,106,2,Diesel,yes,2008,Actyon,full
Dodge,10500,crossover,75,2,Petrol,yes,2008,Caliber,front
Mazda,10500,sedan,190,1.8,Petrol,yes,2008,6,front
Toyota,10500,sedan,124,1.8,Petrol,yes,2008,Avensis,front
Volkswagen,10500,sedan,100,1.8,Petrol,yes,2008,Passat B6,front
Honda,10500,sedan,138,1.8,Gas,yes,2008,Civic,front
Skoda,10500,sedan,170,1.8,Gas,yes,2008,Superb,front
Honda,10500,hatch,90,1.8,Petrol,yes,2008,Civic,front
Honda,10500,hatch,104,1.8,Petrol,yes,2008,Civic,front
Toyota,10500,sedan,185,1.6,Petrol,yes,2008,Corolla,front
Mitsubishi,10600,crossover,52,2,Petrol,yes,2008,Outlander,full
Volkswagen,10600,sedan,118,1.8,Petrol,yes,2008,Passat B6,front
Toyota,10600,sedan,204,1.8,Other,yes,2008,Avensis,front
Kia,10650,van,180,2.9,Diesel,yes,2008,Carnival,front
Mazda,10700,sedan,148,2,Petrol,yes,2008,6,front
Hyundai,10700,crossover,113,2,Gas,yes,2008,Tucson,full
Opel,10700,van,185,2,Diesel,yes,2008,Vivaro пасс.,front
Hyundai,10700,other,74,2,Gas,yes,2008,Coupe,front
Ford,10700,sedan,170,2,Diesel,yes,2008,Mondeo,front
Subaru,10799,crossover,140,2,Petrol,yes,2008,Forester,full
Hyundai,10800,sedan,182,3.3,Gas,yes,2008,Sonata,front
Mazda,10800,crossover,85,2.3,Petrol,yes,2008,CX-7,full
Renault,10800,other,206,2,Diesel,yes,2008,Trafic пасс.,front
Opel,10800,other,206,2,Diesel,yes,2008,Vivaro пасс.,front
Honda,10800,sedan,133,2,Petrol,yes,2008,Accord,front
Subaru,10800,crossover,137,2,Petrol,yes,2008,Forester,full
Mazda,10800,van,80,2,Petrol,yes,2008,5,front
Volkswagen,10800,sedan,100,1.8,Petrol,yes,2008,Passat B6,front
Skoda,10800,sedan,139,1.8,Petrol,yes,2008,Superb,front
Ford,10900,sedan,89,2.5,Petrol,yes,2008,Mondeo,front
Skoda,10900,vagon,95,2,Petrol,yes,2008,Octavia A5,full
Kia,10900,crossover,131,2,Gas,yes,2008,Sportage,full
Kia,10900,sedan,136,2,Diesel,yes,2008,Magentis,front
Hyundai,10900,crossover,97,2,Diesel,yes,2008,Tucson,full
Skoda,10900,vagon,95,2,Petrol,yes,2008,Octavia Scout,full
Hyundai,10900,sedan,115,2,Other,yes,2008,Sonata,front
Honda,10900,sedan,99,1.8,Petrol,yes,2008,Civic,front
Volkswagen,10900,sedan,136,1.8,Petrol,yes,2008,Passat B6,front
Daihatsu,10900,crossover,93,1.5,Petrol,yes,2008,Terios,full
Seat,10950,vagon,145,2,Diesel,yes,2008,Altea XL,front
Skoda,10950,vagon,137,2,Petrol,yes,2008,Octavia Scout,
Suzuki,10950,crossover,181,2,Other,yes,2008,Grand Vitara,full
Nissan,10999,crossover,157,1.5,Diesel,yes,2008,Qashqai,front
Opel,10999,sedan,1,1.4,Petrol,yes,2008,Astra G,front
Hyundai,11000,sedan,149,3.3,Petrol,yes,2008,Grandeur,front
SsangYong,11000,crossover,200,2.7,Diesel,yes,2008,Rexton II,full
Honda,11000,sedan,142,2.4,Petrol,yes,2008,Accord,front
Subaru,11000,hatch,70,2,Petrol,yes,2008,Impreza,full
Volkswagen,11000,vagon,210,1.9,Diesel,yes,2008,Touran,front
Toyota,11000,sedan,156,1.8,Petrol,yes,2008,Avensis,front
Mitsubishi,11100,crossover,119,2.4,Gas,yes,2008,Outlander,
Kia,11111,sedan,107,2,Gas,yes,2008,Magentis,front
Audi,11115,hatch,150,1.6,Petrol,yes,2008,A3,front
Volkswagen,11200,van,178,NA,Diesel,yes,2008,T5 (Transporter) пасс.,front
Subaru,11200,vagon,215,2.5,Petrol,yes,2008,Outback,full
Hyundai,11200,crossover,90,2,Gas,yes,2008,Tucson,full
Audi,11300,sedan,202,2.7,Diesel,no,2008,A6,full
Mazda,11300,sedan,180,2.5,Petrol,yes,2008,6,front
Mitsubishi,11300,crossover,128,2.4,Gas,yes,2008,Outlander,full
Mazda,11300,other,108,2.3,Petrol,yes,2008,CX-7,full
Mazda,11300,crossover,56,2.3,Petrol,yes,2008,CX-7,full
Mazda,11300,crossover,62,2.3,Petrol,yes,2008,CX-7,full
Hyundai,11300,crossover,166,2,Petrol,yes,2008,Tucson,full
Skoda,11300,sedan,70,1.8,Petrol,yes,2008,Superb,front
Skoda,11300,sedan,80,1.8,Petrol,yes,2008,Superb,front
Honda,11300,hatch,89,1.8,Petrol,yes,2008,Civic,front
Kia,11400,crossover,114,2.5,Diesel,yes,2008,Sorento,full
Suzuki,11400,crossover,127,2,Petrol,yes,2008,Grand Vitara,full
Mitsubishi,11499,van,98,2.4,Petrol,yes,2008,Grandis,front
Opel,11500,sedan,125,2.8,Petrol,yes,2008,Vectra C,front
SsangYong,11500,crossover,165,2.7,Diesel,yes,2008,Rexton II,full
Hyundai,11500,van,183,2.5,Diesel,yes,2008,H1 пасс.,rear
Volkswagen,11500,van,163,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Mercedes-Benz,11500,van,209,2.2,Diesel,yes,2008,Vito пасс.,rear
Nissan,11500,crossover,128,2,Petrol,yes,2008,Qashqai,
Suzuki,11500,crossover,101,2,Petrol,yes,2008,Grand Vitara,full
Kia,11500,sedan,90,2,Petrol,yes,2008,Magentis,front
Renault,11500,van,177,2,Diesel,yes,2008,Trafic пасс.,front
Volkswagen,11500,sedan,130,2,Diesel,yes,2008,Passat B6,front
Volkswagen,11500,van,192,1.9,Diesel,yes,2008,Caddy пасс.,front
Volkswagen,11500,sedan,169,1.8,Petrol,yes,2008,Passat B6,front
Mazda,11600,crossover,112,2.3,Petrol,yes,2008,CX-7,full
SsangYong,11699,crossover,130,2.7,Diesel,yes,2008,Rexton II,full
Toyota,11700,crossover,126,2.4,Gas,yes,2008,Rav 4,full
Opel,11700,van,170,2,Other,yes,2008,Vivaro пасс.,front
Mazda,11700,sedan,91,2,Petrol,yes,2008,6,front
Skoda,11700,sedan,190,1.8,Gas,yes,2008,Octavia Tour,front
Volkswagen,11700,van,185,1.4,Petrol,yes,2008,Cross Touran,front
Mitsubishi,11800,crossover,120,3,Petrol,yes,2008,Outlander XL,full
Kia,11800,crossover,52,2.5,Diesel,yes,2008,Sorento,full
Mazda,11800,crossover,165,2.3,Petrol,yes,2008,CX-7,front
Mazda,11800,sedan,95,2,Other,yes,2008,6,front
Subaru,11800,crossover,160,2,Petrol,yes,2008,Forester,full
Volkswagen,11800,van,218,1.9,Diesel,yes,2008,T5 (Transporter) пасс.,front
Toyota,11800,sedan,90,1.8,Petrol,yes,2008,Avensis,front
Kia,11900,crossover,130,2.5,Diesel,yes,2008,Sorento,full
Mazda,11900,other,105,2.3,Petrol,yes,2008,CX-7,full
Hyundai,11900,crossover,133,2.2,Diesel,yes,2008,Tucson,full
Alfa Romeo,11900,sedan,156,2.2,Petrol,yes,2008,159,front
Mazda,11900,sedan,127,2,Petrol,yes,2008,6,front
Nissan,11900,crossover,193,2,Petrol,yes,2008,X-Trail,full
Subaru,11900,hatch,77,2,Petrol,yes,2008,Impreza,full
Subaru,11900,crossover,110,2,Petrol,yes,2008,Forester,full
Skoda,11900,sedan,210,1.8,Petrol,yes,2008,Superb,front
MINI,11950,hatch,150,1.6,Petrol,yes,2008,Cooper S,front
Toyota,11999,sedan,139,3.5,Petrol,yes,2008,Camry,front
SsangYong,11999,crossover,107,2.7,Diesel,yes,2008,Rexton II,full
Mazda,11999,crossover,110,2.3,Petrol,yes,2008,CX-7,full
Mazda,12000,crossover,130,NA,Other,yes,2008,CX-7,
Skoda,12000,sedan,145,NA,Petrol,yes,2008,Octavia A5,front
Subaru,12000,crossover,135,2.5,Petrol,yes,2008,Forester,full
Subaru,12000,vagon,115,2.5,Petrol,yes,2008,Forester,full
Kia,12000,crossover,117,2.5,Diesel,yes,2008,Sorento,full
Ford,12000,sedan,130,2.5,Gas,yes,2008,Mondeo,front
Toyota,12000,sedan,133,2.4,Gas,yes,2008,Camry,front
Honda,12000,sedan,135,2.4,Gas,yes,2008,Accord,front
Mazda,12000,crossover,148,2.3,Gas,yes,2008,CX-7,full
Mercedes-Benz,12000,van,230,2.2,Diesel,yes,2008,Vito пасс.,rear
Alfa Romeo,12000,sedan,150,2.2,Petrol,yes,2008,159,front
Mazda,12000,sedan,70,2,Petrol,yes,2008,6,front
Volkswagen,12000,vagon,187,2,Diesel,yes,2008,Passat B6,front
SsangYong,12000,crossover,124,2,Diesel,yes,2008,Kyron,full
Volkswagen,12000,sedan,152,1.8,Petrol,yes,2008,Passat B6,front
Renault,12100,crossover,138,2.5,Gas,yes,2008,Koleos,full
Alfa Romeo,12100,sedan,91,2.2,Petrol,yes,2008,159,front
Volkswagen,12199,vagon,149,2,Diesel,yes,2008,Passat B6,front
Toyota,12200,sedan,185,3.5,Petrol,yes,2008,Camry,front
Honda,12200,sedan,185,2.4,Gas,yes,2008,Accord,front
Mazda,12200,crossover,79,2.3,Petrol,yes,2008,CX-7,full
SsangYong,12300,van,107,2.7,Diesel,yes,2008,Rodius,full
Mitsubishi,12300,other,160,2.5,Diesel,yes,2008,L 200,full
Mitsubishi,12300,other,175,2.5,Diesel,yes,2008,L 200,full
Honda,12300,other,140,2.4,Petrol,yes,2008,Accord,front
Honda,12399,sedan,90,2.4,Petrol,yes,2008,Accord,front
Mazda,12400,crossover,148,2.3,Petrol,yes,2008,CX-7,full
Honda,12400,sedan,152,2,Petrol,yes,2008,Accord,front
Opel,12400,van,214,2,Diesel,yes,2008,Vivaro пасс.,front
Nissan,12450,crossover,169,2,Petrol,yes,2008,X-Trail,full
Audi,12450,vagon,1,2,Diesel,yes,2008,A4,front
Mitsubishi,12499,crossover,142,2.4,Gas,yes,2008,Outlander XL,full
Volkswagen,12500,sedan,177,NA,Petrol,yes,2008,Passat B6,front
Kia,12500,crossover,152,3.3,Gas,yes,2008,Sorento,full
Jeep,12500,crossover,149,2.8,Diesel,yes,2008,Cherokee,full
Nissan,12500,other,190,2.5,Diesel,yes,2008,Navara,full
Honda,12500,other,112,2.4,Petrol,yes,2008,Accord,front
Honda,12500,other,52,2.4,Petrol,yes,2008,Accord,front
Jeep,12500,crossover,152,2.4,Petrol,yes,2008,Patriot,full
Mazda,12500,crossover,92,2.3,Petrol,yes,2008,CX-7,full
Mazda,12500,crossover,154,2.3,Gas,yes,2008,Tribute,front
Mercedes-Benz,12500,van,238,2.2,Diesel,yes,2008,Vito пасс.,rear
Mercedes-Benz,12500,van,386,2.2,Diesel,yes,2008,Sprinter 313 пасс.,rear
Mercedes-Benz,12500,van,242,2.2,Diesel,yes,2008,Vito пасс.,rear
Nissan,12500,crossover,107,2,Gas,yes,2008,Qashqai,full
Honda,12500,sedan,130,2,Petrol,yes,2008,Accord,front
Hyundai,12500,crossover,90,2,Diesel,yes,2008,Tucson,full
Volkswagen,12500,van,190,1.9,Diesel,yes,2008,T5 (Transporter) пасс.,front
SsangYong,12700,crossover,110,2.7,Diesel,yes,2008,Rexton II,full
Mitsubishi,12700,crossover,110,2.4,Gas,yes,2008,Outlander XL,full
Toyota,12700,sedan,130,2.4,Petrol,yes,2008,Camry,front
Hyundai,12777,crossover,102,2,Petrol,yes,2008,Tucson,full
Kia,12800,van,135,2.9,Diesel,yes,2008,Carnival,front
Toyota,12800,sedan,145,2.4,Petrol,yes,2008,Camry,front
Toyota,12800,sedan,181,2.4,Petrol,yes,2008,Camry,front
Mercedes-Benz,12800,other,360,2.2,Diesel,yes,2008,Vito пасс.,rear
Renault,12800,other,188,2,Diesel,yes,2008,Trafic пасс.,front
Mazda,12899,crossover,112,NA,Gas,yes,2008,CX-7,front
Hyundai,12899,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Mitsubishi,12900,crossover,148,3,Gas,yes,2008,Pajero Sport,full
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
SsangYong,12900,crossover,159,2.7,Diesel,yes,2008,Rexton II,full
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Hyundai,12900,crossover,49,2.7,Petrol,yes,2008,Tucson,full
Volkswagen,12900,van,176,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Subaru,12900,crossover,139,2.5,Petrol,yes,2008,Forester,full
Toyota,12900,sedan,137,2.4,Petrol,yes,2008,Camry,front
Subaru,12900,vagon,116,2,Petrol,yes,2008,Forester,full
Mercedes-Benz,12900,hatch,150,2,Diesel,yes,2008,B 180,front
Volkswagen,12900,van,290,1.9,Diesel,yes,2008,T5 (Transporter) пасс.,front
Volkswagen,12900,sedan,157,1.8,Gas,yes,2008,Passat B6,front
Opel,12950,van,230,2.5,Diesel,yes,2008,Vivaro пасс.,front
Mazda,12950,crossover,65,2.3,Petrol,yes,2008,CX-7,full
Land Rover,12999,crossover,164,3.6,Diesel,no,2008,Range Rover Sport,full
Mitsubishi,12999,crossover,111,3,Gas,yes,2008,Outlander XL,full
Nissan,12999,crossover,130,2,Petrol,yes,2008,Qashqai,full
BMW,13000,sedan,90,5,Petrol,no,2008,M5,rear
Kia,13000,crossover,155,2.5,Diesel,yes,2008,Sorento,full
Honda,13000,sedan,119,2.4,Other,yes,2008,Accord,front
Hyundai,13000,other,72,2,Petrol,yes,2008,Coupe,front
Nissan,13000,crossover,160,2,Other,yes,2008,Qashqai,full
Mitsubishi,13200,crossover,124,3,Gas,yes,2008,Pajero Sport,full
Mercedes-Benz,13200,van,260,2.2,Diesel,yes,2008,Sprinter 213 пасс.,rear
Honda,13200,sedan,145,2,Gas,yes,2008,Accord,front
Toyota,13250,sedan,96,2.4,Gas,yes,2008,Rav 4,front
Volkswagen,13300,van,250,2.5,Diesel,yes,2008,T5 (Transporter) пасс.,front
Toyota,13300,other,131,2.4,Gas,yes,2008,Camry,front
Mitsubishi,13300,crossover,110,2.4,Gas,yes,2008,Outlander XL,full
Hyundai,13300,crossover,110,2.2,Diesel,yes,2008,Santa FE,full
Volkswagen,13300,sedan,133,1.8,Petrol,yes,2008,Passat B6,front
